,coc_number,black,hispanic,share_rent,unemployment,share_pa,share_ssi,gini,rent,vacancy,single,veteran,poverty,older,pop_full,pop_pov,homeless,category,homeless_rate_full,homeless_rate_pov,state
312,TN-501,53.53514656,6.247245212,44.64711928,7.736486342,1.849768743,6.863187347,51.06,922,8.957911707,31.87803346,7.299201181,9.540448455,26.64724308,937005,87700,1226,Urban,13.08424181,139.7947548,TN
313,TN-502,8.836327367,4.116093252,35.4711485,4.819555086,1.836699069,4.835313499,48.36,864,6.090409372,30.10506333,8.074909496,7.118821489,28.06821794,456185,31691,743,Suburban,16.28725188,234.4514215,TN
314,TN-503,8.297414534,5.570051118,28.05458742,5.0671615,2.276281085,4.982573474,43.70529945,957.1512004,6.627757367,22.52331387,9.796543874,5.109047609,28.24860166,1162808,58459,268,Rural,2.304765705,45.84409586,TN
315,TN-504,27.36613271,10.18015634,45.88075695,4.616210139,3.185284074,4.500491179,48.44,1036,5.857196251,33.5286053,5.772207696,6.746658786,24.59237124,684017,44746,2298,Urban,33.59565625,513.5654584,TN
316,TN-506,2.878538754,3.82585065,26.26520157,5.704666462,2.241673678,6.257383562,45.14049719,720.0888652,6.090837513,26.32241602,9.024692213,7.013817746,32.24166719,574514.3921,39331.08674,258,Rural,4.490749118,65.59696702,TN
317,TN-507,18.72813274,2.920789849,30.45512,7.22101182,2.343871914,7.273103212,46.06719036,680.4899887,6.952115709,27.33177803,8.746737553,7.889360095,31.42413094,665950,50545,1026,Rural,15.40656205,202.9874369,TN
318,TN-509,2.404785132,2.393354421,29.5106388,5.926377011,2.42854093,6.464881277,47.54035995,651.1856742,4.196172177,30.14351116,10.10428572,7.332934047,33.12738345,507405,36118,360,Rural,7.094924173,99.67329309,TN
319,TN-510,14.3360423,7.781771769,34.52698505,4.837167578,1.699126685,3.147951913,40.84,996,4.469287653,21.43640151,7.8849496,4.962045784,23.20791331,307128,14976,283,Suburban,9.214399208,188.9690171,TN
320,TN-512,1.987507942,4.549651059,28.21807919,6.637960787,2.647085456,7.108551867,45.61420506,703.0447563,9.450858935,26.37765815,9.452797797,6.691171753,33.35623063,667236.6079,43750.91326,798,Rural,11.95977545,182.3961926,TN
321,TX-500,7.622074504,59.67456381,40.91707976,5.744281483,1.686632137,6.018205318,46.8452726,981.2368401,7.872960601,27.3782499,10.68954121,6.732300999,23.43819824,1954302.167,129290.6908,3066,Urban,15.68846441,237.1400433,TX
322,TX-503,8.199241437,33.29267606,46.92632322,4.047183524,1.152291912,2.642858841,47.96182564,1232.987702,6.367871685,30.78796238,5.703325287,6.192230533,22.3402034,1282325.692,77875.1371,2147,Urban,16.74301632,275.697749,TX
323,TX-600,18.50005524,32.53871693,45.08169526,4.847859806,1.365465059,3.674104909,47.89006303,1116.392907,6.983615275,26.40561528,5.368981763,5.487642331,23.57504132,3769934.137,204762.1483,4121,Urban,10.93122545,201.2579002,TX
324,TX-601,15.10776235,27.38384547,38.2852569,4.992577143,1.469982173,4.191715858,45.87545379,1044.769048,8.270897129,24.30733084,7.584152976,5.204711113,24.79593863,2135003.496,109698.3346,2015,Urban,9.437923658,183.6855597,TX
